,ACCURACY_WO_SPACES,DO_ALL,INPUT_FILE,MAX_COLS,MFCC_END,MFCC_START,MODEL,MODEL_FNAME,NUM_CLUSTERS,N_COMPONENTS,OVERALL_ACCURACY,PREDICTION,RATE,SCORE,SMOOTH,TOL,WHITEN
2016-12-02 17:04:58.700675,0.4828402366863905,True,data/LABELED_CHARACTER_INPUTS.csv,-1,-60,0,"MultinomialHMM(algorithm='viterbi', init_params='', n_components=27,
        n_iter=10000, params='e',
        random_state=<mtrand.RandomState object at 0x109bcee10>,
        startprob_prior=array([ 0.     ,  0.11602,  0.04702,  0.03511,  0.0267 ,  0.02007,
        0.03779,  0.0195 ,  0.07232,  0.06286,  0.00597,  0.0059 ,
        0.02705,  0.04383,  0.02365,  0.06264,  0.02545,  0.00173,
        0.01653,  0.07755,  0.16671,  0.01487,  0.00649,  0.06753,
        0.00017,  0.0162 ,  0.00034]),
        tol=0.01,
        transmat_prior=array([[  2.69644e-07,   1.27254e-01, ...,   2.13650e-02,   6.80119e-05],
       [  7.56953e-02,   1.02018e-04, ...,   2.99178e-02,   5.06865e-04],
       ...,
       [  6.18638e-01,   5.39847e-03, ...,   7.73839e-04,   3.06802e-06],
       [  9.92446e-05,   8.73648e-02, ...,   2.50323e-02,   1.74630e-01]]),
        verbose=False)",models/2016-12-02 17:04:58.700675-0.568441064639.pkl,50,100.0,0.5684410646387832,alice sas helingang to fed beco soved ly witthof ou ber wister ff the cano and thouly watoung th my ouce ar ssice tou way pelive alyo thexthal her saver whas mealyof tou ad cad anghictthed at boncersasoous an is aly whas as the ind on t thof thomond mouce wilyout widousss gr bonbersatonis wo the was byorsiderng angher owo aind d mero st the could bot the hot say thee cer been cery theck wand thinim whabber the ppasther of calind p thimouchain woule ve qurey the prouthe on jelling th ind hichang the wallind wain quckeshe a wandearindid sisp wind byes man cllid ce her there sas witlind so bery ffuproove in thay nof bly alice thing ot an lity byof of hepry ssaly wee pase ft bicorket to ber athersande ple outhe fo jute winghare ay thid hid he oje tive id ald meeved thise anoural fit then the mandid ampplaly thofo aveatit out ff ite ached wand yowhed ay it and then ourshed in allin starspyout mer jees ait in alither himeng when ment athad qused je izzzzzinge angutheding forking be ce ther worst the was llind th fut wid qupun the thayoof the ,44100,-3820.143367805197,0.1353352832366127,0.01,True
2016-12-02 17:13:51.388016,0.4733727810650887,True,data/LABELED_CHARACTER_INPUTS.csv,-1,-60,0,"MultinomialHMM(algorithm='viterbi', init_params='', n_components=27,
        n_iter=10000, params='e',
        random_state=<mtrand.RandomState object at 0x109bcee10>,
        startprob_prior=array([ 0.     ,  0.11602,  0.04702,  0.03511,  0.0267 ,  0.02007,
        0.03779,  0.0195 ,  0.07232,  0.06286,  0.00597,  0.0059 ,
        0.02705,  0.04383,  0.02365,  0.06264,  0.02545,  0.00173,
        0.01653,  0.07755,  0.16671,  0.01487,  0.00649,  0.06753,
        0.00017,  0.0162 ,  0.00034]),
        tol=0.01,
        transmat_prior=array([[  2.69644e-07,   1.27254e-01, ...,   2.13650e-02,   6.80119e-05],
       [  7.56953e-02,   1.02018e-04, ...,   2.99178e-02,   5.06865e-04],
       ...,
       [  6.18638e-01,   5.39847e-03, ...,   7.73839e-04,   3.06802e-06],
       [  9.92446e-05,   8.73648e-02, ...,   2.50323e-02,   1.74630e-01]]),
        verbose=False)",models/2016-12-02 17:13:51.388016-0.562737642586.pkl,40,100.0,0.5627376425855513,alice wad hedithing to jed bere theed ly withing be her santor bu she pang and mbyond quthong th we juce he thice sof mad selive tlin the plly her caler whas reankng bid he wad to foutored isimoingrsalings in it qut that as the ise of t wily the the mpice wilyout outlilis id conouryoulins we she sas myoustherng in her iff wind d quge ts she could fon bbe ton sat moke her heem here steng wang sthous thather wid llantheg by wakind f ssitlichain wiche je worer theverouthe ok cklling ly and bucking whe waimbes than sackexid a wintourexpid wind bint thed wan ojuse he hed there say hinging we bery jedortopo in s as fof ced avice thing be sh thed plid ou keary thaly whe sate je hicofrer to ber andermasof ane hemut tt yove windoure as thid ing at the tive he qug wexped shile maloral but shan the mouthe anongaly thoth a wance ice ng ite acher wand yowher at is ary lith bershed ingamuce wearthe of ber yout and in anicher youent wown rent alice aller ce ndind once cojuppering thering if by the oforsk sed was ghind so jut out allin out thamous she ,44100,-3696.9737741664203,0.1353352832366127,0.01,True
2016-12-02 17:36:26.673856,0.4745562130177515,True,data/LABELED_CHARACTER_INPUTS.csv,-1,-60,0,"MultinomialHMM(algorithm='viterbi', init_params='', n_components=27,
        n_iter=10000, params='e',
        random_state=<mtrand.RandomState object at 0x109bcee10>,
        startprob_prior=array([ 0.     ,  0.11602,  0.04702,  0.03511,  0.0267 ,  0.02007,
        0.03779,  0.0195 ,  0.07232,  0.06286,  0.00597,  0.0059 ,
        0.02705,  0.04383,  0.02365,  0.06264,  0.02545,  0.00173,
        0.01653,  0.07755,  0.16671,  0.01487,  0.00649,  0.06753,
        0.00017,  0.0162 ,  0.00034]),
        tol=0.01,
        transmat_prior=array([[  3.99759e-05,   1.27157e-01, ...,   2.13818e-02,   1.07645e-04],
       [  7.55717e-02,   2.20088e-04, ...,   2.99406e-02,   6.23641e-04],
       ...,
       [  6.11621e-01,   5.78015e-03, ...,   1.21131e-03,   4.49841e-04],
       [  1.05585e-02,   7.31140e-02, ...,   2.84315e-02,   1.35670e-01]]),
        verbose=False)",models/2016-12-02 17:36:26.673856-0.559885931559.pkl,50,100.0,0.5598859315589353,allke sas hedingang fo sen bend theed be wiceang be ver sustor on the aick and athing qutheng th wh onge ar texce abe had melice ithe the thof her sever whas reald s the be wad po houpprey he wonkersatoong in it and what ts the ice ojuputhay pplllly lllle without ofitives ce conorrsaitong wouses whe chousanerin in ber twoulind d wall be ang cheld tou the tojuray wave ter hico hery cling wand sepoke whither towoulidited he malind g thistichean would ve quryo the trouthe on westhas to and lictong t t waioury wase widvenly a shavepristhe sath bongulyesurin chise py her there was cothing so here se arsthe ai thay con the bouce thick by an they ly s ld veary thaly ate wave st ncourrey to her aneershede whe qushe ou hame winckere ay thid the ay que tthe ly ain ssthed whive aiveral out shin the rathay alyondof thoff a watld oue ng hes anbeer and f blin ay by ant thin bershed in alice seardee th ber vees and in atother ichent ickn went atace a ted ty aling ance cousalitice torking of t athe owored sed ise shind to ice bit azzzn tid thaithe the ,44100,-3808.7919418000056,20.085536923187668,0.01,True
2016-12-02 17:36:18.340493,0.4733727810650887,True,data/LABELED_CHARACTER_INPUTS.csv,-1,-60,0,"MultinomialHMM(algorithm='viterbi', init_params='', n_components=27,
        n_iter=10000, params='e',
        random_state=<mtrand.RandomState object at 0x109bcee10>,
        startprob_prior=array([ 0.     ,  0.11602,  0.04702,  0.03511,  0.0267 ,  0.02007,
        0.03779,  0.0195 ,  0.07232,  0.06286,  0.00597,  0.0059 ,
        0.02705,  0.04383,  0.02365,  0.06264,  0.02545,  0.00173,
        0.01653,  0.07755,  0.16671,  0.01487,  0.00649,  0.06753,
        0.00017,  0.0162 ,  0.00034]),
        tol=0.01,
        transmat_prior=array([[  1.47163e-05,   1.27219e-01, ...,   2.13711e-02,   8.24321e-05],
       [  7.56503e-02,   1.45034e-04, ...,   2.99261e-02,   5.49410e-04],
       ...,
       [  6.16067e-01,   5.53832e-03, ...,   9.34132e-04,   1.66768e-04],
       [  4.73808e-03,   8.10444e-02, ...,   2.65399e-02,   1.57351e-01]]),
        verbose=False)",models/2016-12-02 17:36:18.340493-0.558935361217.pkl,50,100.0,0.5589353612167299,allke sas hedongang fo sen bend theed be wimeang be ver sustor on the aick and athing qutheng th wh onge ar texce abe had melime ithe the thof her sever whas reald s the be wad po houpprey he wonkersatoong in it and what ts the ice bouputhay pplllly lllle without ofitives ce conorrsaitong wouses whe chousanerin in ber twoulind d wall be ang cheld tou the tojuray wave ter hemo hery cling wand sepoke whither towoulidited he malind g thistichean would ve quryo the trouthe on westhas to and lictong t t waioury wase widvenly a shavepristhe sath bongulyesurin chise py her there was cothing so here se arsthe ai thay con the bouce thick by an they ly s ld veary thaly ate wave st ncouprey to her aneershede whe qushe ou hame winckere ay thid the ay que tthe ly ain ssthed whive aiveral out shin the rathay alyondof thoff a watld oue ng hes anbeer and f blin ay by ant thin bershed in alice seardee th ber vees and in atother ichent ickn went atace a ted ty aling ance cousalitice torking of t athe owored sed ise shind to ice bit azzin tid thaithe the ,44100,-3805.940815945035,7.3890560989306495,0.01,True
2016-12-02 17:18:29.780474,0.4650887573964497,True,data/LABELED_CHARACTER_INPUTS.csv,-1,-60,0,"MultinomialHMM(algorithm='viterbi', init_params='', n_components=27,
        n_iter=10000, params='e',
        random_state=<mtrand.RandomState object at 0x109bcee10>,
        startprob_prior=array([ 0.     ,  0.11602,  0.04702,  0.03511,  0.0267 ,  0.02007,
        0.03779,  0.0195 ,  0.07232,  0.06286,  0.00597,  0.0059 ,
        0.02705,  0.04383,  0.02365,  0.06264,  0.02545,  0.00173,
        0.01653,  0.07755,  0.16671,  0.01487,  0.00649,  0.06753,
        0.00017,  0.0162 ,  0.00034]),
        tol=0.01,
        transmat_prior=array([[  2.69644e-07,   1.27254e-01, ...,   2.13650e-02,   6.80119e-05],
       [  7.56953e-02,   1.02018e-04, ...,   2.99178e-02,   5.06865e-04],
       ...,
       [  6.18638e-01,   5.39847e-03, ...,   7.73839e-04,   3.06802e-06],
       [  9.92446e-05,   8.73648e-02, ...,   2.50323e-02,   1.74630e-01]]),
        verbose=False)",models/2016-12-02 17:18:29.780474-0.557034220532.pkl,40,100.0,0.5570342205323193,alime was hexinting ce bed oury ticed be wicckng be hed whecer tt the wand and qulind niching co dd once or bbice aly had wellee whof the blid her caber thas realing wid id wan to iticeret ly cowhersalious in is ath whas ss she ite of k hild ay thed llice windoup pptouses or conorrmainous ti she sas coousiverng in her ofo qund f wall tt she titof tor she wos was lere ker hemo qury sheng wand saloit whesour sof plamupupppe papind y s ofouthain walle be sered cke frouthe of tmbling bo and licking l y byoouse when tichenof a mppouprexppt wisp okin thes ran thead as her there sad ollling wo qure gheashthe in thas oon the alice thond of tt ices bbug th beery thall the cand by offorred co her armermathe whe inghe ts meve monthere as thof the ws whe sind id ang wnered thind maberal out sher the rathid antheyot quply y wasck qus ou ice athed ande dooven as id ars thed berrked on angad wharmed th mer meas and id ayother oojund mown meny allad ather my izzzzzance angendering thrming owok sthe ofored she was glind to gat oug allin the llathid lle ,44100,-3660.052001722791,0.1353352832366127,0.01,True
2016-12-02 17:25:12.090277,0.4615384615384616,True,data/LABELED_CHARACTER_INPUTS.csv,-1,-60,0,"MultinomialHMM(algorithm='viterbi', init_params='', n_components=27,
        n_iter=10000, params='e',
        random_state=<mtrand.RandomState object at 0x109bcee10>,
        startprob_prior=array([ 0.     ,  0.11602,  0.04702,  0.03511,  0.0267 ,  0.02007,
        0.03779,  0.0195 ,  0.07232,  0.06286,  0.00597,  0.0059 ,
        0.02705,  0.04383,  0.02365,  0.06264,  0.02545,  0.00173,
        0.01653,  0.07755,  0.16671,  0.01487,  0.00649,  0.06753,
        0.00017,  0.0162 ,  0.00034]),
        tol=0.01,
        transmat_prior=array([[  2.69644e-07,   1.27254e-01, ...,   2.13650e-02,   6.80119e-05],
       [  7.56953e-02,   1.02018e-04, ...,   2.99178e-02,   5.06865e-04],
       ...,
       [  6.18638e-01,   5.39847e-03, ...,   7.73839e-04,   3.06802e-06],
       [  9.92446e-05,   8.73648e-02, ...,   2.50323e-02,   1.74630e-01]]),
        verbose=False)",models/2016-12-02 17:25:12.090277-0.55608365019.pkl,50,50.0,0.5560836501901141,anghe was melicking to len hery ticed thasithing by ver sastor al the ting and ongullinitaing thedd lice ar touce ane had dether sthe the aind mer savery mas shalkng wis it sad aryofinghes it jofouraitious in it ald clit as the ive of d whof thomont mbofe without bistites be fonorowaitous so she sas can wimerng in ber ico iond s herk ly she ckend qut bbe fot rat wide wer heer illd steply and s wous whather the ppickint qu tining f tshexpoulin couly le shext the trouthe of he wing to qus hicking whe cathary cken wickened a waivexplithe wive bond athe win cllye ht her there say quthing co ours lesarowhe it that ory qus arice thong be al fous atof of veer qulich bed cave it fffowhed to ber ashermathe whe izzld to mice wondvere at thof the it the toje st aly sheved shove wathean ait thed the salaid alitlaly thout a wadid ise lf out achery and youted at st and thed berrmed ongallle wearked th her oupt and on alither ojuent wown wend athid a the st mpply qupe poulinthing sojuing ow wn ther cored she wis ghing to lle oke pppll tld whathid whe ,44100,-3833.472027134192,0.1353352832366127,0.01,True
2016-12-02 17:15:10.390410,0.4650887573964497,True,data/LABELED_CHARACTER_INPUTS.csv,-1,-60,0,"MultinomialHMM(algorithm='viterbi', init_params='', n_components=27,
        n_iter=10000, params='e',
        random_state=<mtrand.RandomState object at 0x109bcee10>,
        startprob_prior=array([ 0.     ,  0.11602,  0.04702,  0.03511,  0.0267 ,  0.02007,
        0.03779,  0.0195 ,  0.07232,  0.06286,  0.00597,  0.0059 ,
        0.02705,  0.04383,  0.02365,  0.06264,  0.02545,  0.00173,
        0.01653,  0.07755,  0.16671,  0.01487,  0.00649,  0.06753,
        0.00017,  0.0162 ,  0.00034]),
        tol=0.01,
        transmat_prior=array([[  2.69644e-07,   1.27254e-01, ...,   2.13650e-02,   6.80119e-05],
       [  7.56953e-02,   1.02018e-04, ...,   2.99178e-02,   5.06865e-04],
       ...,
       [  6.18638e-01,   5.39847e-03, ...,   7.73839e-04,   3.06802e-06],
       [  9.92446e-05,   8.73648e-02, ...,   2.50323e-02,   1.74630e-01]]),
        verbose=False)",models/2016-12-02 17:15:10.390410-0.555133079848.pkl,30,100.0,0.5551330798479088,allve was belintind to bed bery thted to wiffind ly ser woutor he the hang and lllong quthind ly sh beve pr thice wou has selime ithe the hing her cangr whas reandnd hid id has ng halyorss it congersatimes in it wed t at as the ise it y hong ton lid llice sindout ousthtes ld conourealinis ck the was thouthisung in ber asojuind s seng ts the thond tor houthon sat wase her hexp hery thend wano stojus thicher gouzzzashing in halind a tllengthain thond be woutt the troolle be bentind to ind hichind the saiches then thevenof a wintupplllit wing oush yous man cllas of her there was condind wo berd bemarther id what bof the akice thing of st aled cked be sear ve aly whe cate ly licoured to her asoursashe the itlly to hase wanthere at thid hed at abe tice of ald seered woute watoral out wofo the maloue anctlaly tofon aveatth iof he its ather annd yooled at of any thed hershed an allle searsed th our vext and in alither pllent lyon rent alice acked of izzzzzince aboutherind ourould cathe the asould wof was dound to but mid azzze tid thathie ppe ,44100,-3470.4020092610276,0.1353352832366127,0.01,True
2016-12-02 17:36:09.164715,0.4686390532544379,True,data/LABELED_CHARACTER_INPUTS.csv,-1,-60,0,"MultinomialHMM(algorithm='viterbi', init_params='', n_components=27,
        n_iter=10000, params='e',
        random_state=<mtrand.RandomState object at 0x109bcee10>,
        startprob_prior=array([ 0.     ,  0.11602,  0.04702,  0.03511,  0.0267 ,  0.02007,
        0.03779,  0.0195 ,  0.07232,  0.06286,  0.00597,  0.0059 ,
        0.02705,  0.04383,  0.02365,  0.06264,  0.02545,  0.00173,
        0.01653,  0.07755,  0.16671,  0.01487,  0.00649,  0.06753,
        0.00017,  0.0162 ,  0.00034]),
        tol=0.01,
        transmat_prior=array([[  5.41520e-06,   1.27241e-01, ...,   2.13671e-02,   7.31480e-05],
       [  7.56793e-02,   1.17347e-04, ...,   2.99208e-02,   5.22026e-04],
       ...,
       [  6.17720e-01,   5.44841e-03, ...,   8.31080e-04,   6.15255e-05],
       [  1.89640e-03,   8.49162e-02, ...,   2.56163e-02,   1.67936e-01]]),
        verbose=False)",models/2016-12-02 17:36:09.164715-0.554182509506.pkl,50,100.0,0.5541825095057034,allke sas hesongang fo sen bend theed be wimeang be ver sustor on the aick and athing qutheng th wh onge ar texce abe had melime ithe the thof her sever whas reald s the be wad po houpprey he wonkersatoong in it and what ts the ice bouputhay pplllly lllle without ofitives ce conorrsaitong wousas whe chousanerin in ber twoulind d wall be ang cheld tou the tojuray wave ter hemo hery cling wand sepoke whither towouliditelind malind g thastichean would ve quryo the trouthe on westhas to and hictong t t waioury wase widvenly a shavepristhe sath bongulyesurin chise py her there was chthing so here se arsthe ai thay con the bouce thick by an they fous ld veary thaly ate wave st ncouprey to her aneershede whe qushe ou hame winckere ay thid the ay que tthe ly ain ssthed whive aiveral out shin the rathay alyondof thoff a wayod oue ng hes anbeer and f blin ay by ant thin bershed in alice seardee th ber vees and in atother ichent ickn went atace quted ty aling ance cousalitice torking ff t athe owored sed ise shind to ice bit azzin tid thaithe the ,44100,-3803.945790575605,2.7182818284590446,0.01,True
2016-12-02 17:35:43.260956,0.4674556213017751,True,data/LABELED_CHARACTER_INPUTS.csv,-1,-60,0,"MultinomialHMM(algorithm='viterbi', init_params='', n_components=27,
        n_iter=10000, params='e',
        random_state=<mtrand.RandomState object at 0x109bcee10>,
        startprob_prior=array([ 0.     ,  0.11602,  0.04702,  0.03511,  0.0267 ,  0.02007,
        0.03779,  0.0195 ,  0.07232,  0.06286,  0.00597,  0.0059 ,
        0.02705,  0.04383,  0.02365,  0.06264,  0.02545,  0.00173,
        0.01653,  0.07755,  0.16671,  0.01487,  0.00649,  0.06753,
        0.00017,  0.0162 ,  0.00034]),
        tol=0.01,
        transmat_prior=array([[  2.69644e-07,   1.27254e-01, ...,   2.13650e-02,   6.80119e-05],
       [  7.56953e-02,   1.02018e-04, ...,   2.99178e-02,   5.06865e-04],
       ...,
       [  6.18638e-01,   5.39847e-03, ...,   7.73839e-04,   3.06802e-06],
       [  9.92446e-05,   8.73648e-02, ...,   2.50323e-02,   1.74630e-01]]),
        verbose=False)",models/2016-12-02 17:35:43.260956-0.553231939163.pkl,50,100.0,0.5532319391634981,allke sas hesongang fo sen bend theed be wimeang be ver sustor on the aick and athing qutheng th wh onge ar texce abe had melime ithe the thof her sever whas reald s the be wad po houpprey he wonkersatoong in at and what ts the ice bouputhay pplllly lllle without ofitives ce conorrsaitong wousas whe chousanerin in ber twoulind d wall be ang cheld tou the tojuray wave ter hemo hery cling wand sepoke whither towouliditelind malind g thastichean would ve quryo the trouthe on westhas to and hictong t t waioury wase widvenly a shavepristhe sath bongulyesurin chise py her there was chthing so here se arsthe ai thay con the bouce thick by an they fous ld veary thaly ate wave st ncouprey to her aneershede whe qushe ou hame winckere ay thid the ay que tthe ly ain ssthed whive aiveral out shin the rathay alyondof thoff a wayod oue ng hes anbeer and f blin ay by ant thin bershed in alice seardee th ber vees and in atother ichent ickn went atace quted ty aling ance cousalitice torking ff t athe owored sed ise shind to ice bit allin tid thaithe the ,44100,-3803.2018124756282,0.1353352832366127,0.01,True
2016-12-02 17:35:51.890053,0.4674556213017751,True,data/LABELED_CHARACTER_INPUTS.csv,-1,-60,0,"MultinomialHMM(algorithm='viterbi', init_params='', n_components=27,
        n_iter=10000, params='e',
        random_state=<mtrand.RandomState object at 0x109bcee10>,
        startprob_prior=array([ 0.     ,  0.11602,  0.04702,  0.03511,  0.0267 ,  0.02007,
        0.03779,  0.0195 ,  0.07232,  0.06286,  0.00597,  0.0059 ,
        0.02705,  0.04383,  0.02365,  0.06264,  0.02545,  0.00173,
        0.01653,  0.07755,  0.16671,  0.01487,  0.00649,  0.06753,
        0.00017,  0.0162 ,  0.00034]),
        tol=0.01,
        transmat_prior=array([[  7.32961e-07,   1.27253e-01, ...,   2.13652e-02,   6.84743e-05],
       [  7.56939e-02,   1.03398e-04, ...,   2.99181e-02,   5.08230e-04],
       ...,
       [  6.18555e-01,   5.40297e-03, ...,   7.79000e-04,   8.33855e-06],
       [  2.68538e-04,   8.71341e-02, ...,   2.50873e-02,   1.74000e-01]]),
        verbose=False)",models/2016-12-02 17:35:51.890053-0.553231939163.pkl,50,100.0,0.5532319391634981,allke sas hesongang fo sen bend theed be wimeang be ver sustor on the aick and athing qutheng th wh onge ar texce abe had melime ithe the thof her sever whas reald s the be wad po houpprey he wonkersatoong in at and what ts the ice bouputhay pplllly lllle without ofitives ce conorrsaitong wousas whe chousanerin in ber twoulind d wall be ang cheld tou the tojuray wave ter hemo hery cling wand sepoke whither towouliditelind malind g thastichean would ve quryo the trouthe on westhas to and hictong t t waioury wase widvenly a shavepristhe sath bongulyesurin chise py her there was chthing so here se arsthe ai thay con the bouce thick by an they fous ld veary thaly ate wave st ncouprey to her aneershede whe qushe ou hame winckere ay thid the ay que tthe ly ain ssthed whive aiveral out shin the rathay alyondof thoff a wayod oue ng hes anbeer and f blin ay by ant thin bershed in alice seardee th ber vees and in atother ichent ickn went atace quted ty aling ance cousalitice torking ff t athe owored sed ise shind to ice bit allin tid thaithe the ,44100,-3803.2787637884962,0.3678794411714423,0.01,True
